AddressCountry,AddressCountrySubd,AddressLine1,AddressLine2,AddressLocality,AddressMatchCode,AddressOneLine,AddressPostal1,AddressPostal2,AddressPostal3,BuildingRoomsBathstotal,BuildingRoomsBeds,BuildingSizeUniversalsize,IdentifierApn,IdentifierAttomId,IdentifierFips,IdentifierObPropId,LocationAccuracy,LocationDistance,LocationElevation,LocationGeoid,LocationLatitude,LocationLongitude,LotLotSize1,SummaryPropIndicator,SummaryPropLandUse,SummaryPropclass,SummaryProptype,SummaryPearbuilt,VintageLastModified,VintagePubDate
US,KS,300 S MAIN ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"300 S MAIN ST, SYRACUSE, KS 67878",67878,,,0.0,0,0,193-07-0-30-10-001.01-0,295128752,20075,29512875220075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979053,-101.753481,0.17,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,0,2018-9-10,2018-9-16
US,KS,302 S MAIN ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"302 S MAIN ST, SYRACUSE, KS 67878",67878,,,0.0,0,0,193-07-0-30-10-001.00-0,295128751,20075,29512875120075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979073,-101.753472,0.17,26,AUTO REPAIR,Service (general public),AUTO REPAIR,1940,2018-9-10,2018-9-16
US,KS,10 N LESTER ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"10 N LESTER ST, SYRACUSE, KS 67878",67878,,,1.0,2,0,193-07-0-20-28-001.01-0,295128638,20075,29512863820075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979080,-101.755878,0.16,26,RESTAURANT BUILDING,Service (general public),RESTAURANT BUILDING,1920,2018-9-10,2018-9-16
US,KS,5 N LESTER ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"5 N LESTER ST, SYRACUSE, KS 67878",67878,7923,R777,0.0,0,0,193-07-0-20-29-003.00-0,295128645,20075,29512864520075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979083,-101.756255,0.32,10,RESIDENTIAL (NEC),Single Family Residence / Townhouse,RESIDENTIAL (NEC),0,2018-9-10,2018-9-16
US,KS,105 N SUMNER ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"105 N SUMNER ST, SYRACUSE, KS 67878",67878,7867,R777,0.0,0,1232,193-07-0-40-02-004.00-0,295128772,20075,29512877220075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979083,-101.746472,0.32,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1995,2018-9-10,2018-9-16
US,KS,107 N SUMNER ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"107 N SUMNER ST, SYRACUSE, KS 67878",67878,7867,R777,1.0,4,1774,193-07-0-40-02-003.00-0,295128771,20075,29512877120075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979103,-101.746464,0.16,10,SFR,Single Family Residence / Townhouse,SFR,1935,2018-9-10,2018-9-16
US,KS,306 S MAIN ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"306 S MAIN ST, SYRACUSE, KS 67878",67878,7981,R777,1.0,3,2065,193-07-0-30-10-004.00-0,295128755,20075,29512875520075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979113,-101.753456,0.34,10,SFR,Single Family Residence / Townhouse,SFR,1910,2018-9-10,2018-9-16
US,KS,2 MAIN ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"2 MAIN ST, SYRACUSE, KS 67878",67878,,,0.0,0,0,193-07-0-20-30-004.00-0,295128651,20075,29512865120075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979134,-101.757301,0.08,25,RETAIL TRADE,Retail,RETAIL TRADE,1912,2018-9-10,2018-9-16
US,KS,111 N SUMNER ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"111 N SUMNER ST, SYRACUSE, KS 67878",67878,7867,R777,1.0,3,2190,193-07-0-40-02-002.00-0,295128770,20075,29512877020075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979141,-101.746447,0.16,10,SFR,Single Family Residence / Townhouse,SFR,1920,2018-9-10,2018-9-16
US,KS,310 S MAIN ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"310 S MAIN ST, SYRACUSE, KS 67878",67878,7981,R777,0.0,0,0,193-07-0-30-10-003.00-0,295128754,20075,29512875420075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979153,-101.753439,0.34,26,AUTO REPAIR,Service (general public),AUTO REPAIR,1940,2018-9-10,2018-9-16
US,KS,503 AVENUE A,"SYRACUSE, KS 67878",Syracuse,ExaStr,"503 AVENUE A, SYRACUSE, KS 67878",67878,,,0.0,0,0,193-07-0-40-04-003.00-0,295128785,20075,29512878520075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979155,-101.747505,0.64,23,MOTEL,"""Hotel, Motel""",MOTEL,1945,2018-9-10,2018-9-16
US,KS,7 N LESTER ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"7 N LESTER ST, SYRACUSE, KS 67878",67878,7923,R777,1.0,2,770,193-07-0-20-29-003.01-0,295128646,20075,29512864620075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979161,-101.756211,0.32,10,SFR,Single Family Residence / Townhouse,SFR,1940,2018-9-10,2018-9-16
US,KS,507 AVENUE A,"SYRACUSE, KS 67878",Syracuse,ExaStr,"507 AVENUE A, SYRACUSE, KS 67878",67878,,,1.0,2,884,193-07-0-40-04-002.00-0 01,295128784,20075,29512878420075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979171,-101.747565,0.21,10,SFR,Single Family Residence / Townhouse,SFR,1910,2018-9-10,2018-9-16
US,KS,4 MAIN ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"4 MAIN ST, SYRACUSE, KS 67878",67878,,,0.0,0,0,193-07-0-20-30-005.00-0,295128652,20075,29512865220075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979233,-101.757257,0.08,25,RETAIL TRADE,Retail,RETAIL TRADE,1910,2018-9-10,2018-9-16
US,KS,9 LESTER ST,"SYRACUSE, KS 67878",Syracuse,MulStr,"9 LESTER ST, SYRACUSE, KS 67878",67878,7878,R777,0.0,0,0,PPM-22-4,295129818,20075,29512981820075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979240,-101.756167,0.0,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,0,2018-1-24,2018-2-9
US,KS,106 N GARDNER ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"106 N GARDNER ST, SYRACUSE, KS 67878",67878,7972,R777,0.0,0,0,193-07-0-10-50-009.00-0,295128412,20075,29512841220075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979323,-101.747395,0.16,10,RESIDENTIAL (NEC),Single Family Residence / Townhouse,RESIDENTIAL (NEC),0,2018-9-10,2018-9-16
US,KS,110 N GARDNER ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"110 N GARDNER ST, SYRACUSE, KS 67878",67878,,,0.0,0,0,193-07-0-10-50-001.00-0,295128403,20075,29512840320075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979361,-101.747379,0.17,50,WAREHOUSE,Industrial,WAREHOUSE,1993,2018-9-10,2018-9-16
US,KS,5 MAIN ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"5 MAIN ST, SYRACUSE, KS 67878",67878,8035,R777,0.0,0,0,193-07-0-30-01-001.00-0,295128681,20075,29512868120075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979424,-101.757539,2.34,25,SERVICE STATION,Retail,SERVICE STATION,1969,2018-9-10,2018-9-16
US,KS,504 AVENUE A,"SYRACUSE, KS 67878",Syracuse,ExaStr,"504 AVENUE A, SYRACUSE, KS 67878",67878,,,1.0,1,920,193-07-0-10-51-002.00-0,295128414,20075,29512841420075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979429,-101.747445,0.96,10,SFR,Single Family Residence / Townhouse,SFR,1910,2018-9-10,2018-9-16
US,KS,508 AVENUE A,"SYRACUSE, KS 67878",Syracuse,ExaStr,"508 AVENUE A, SYRACUSE, KS 67878",67878,,,0.0,0,0,193-07-0-10-51-003.00-0,295128415,20075,29512841520075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979445,-101.747505,0.4,20,COMMERCIAL (NEC),Commercial,COMMERCIAL (NEC),0,2018-9-10,2018-9-16
US,KS,409 AVENUE A,"SYRACUSE, KS 67878",Syracuse,ExaStr,"409 AVENUE A, SYRACUSE, KS 67878",67878,,,1.0,1,384,193-07-0-40-03-001.00-0,295128776,20075,29512877620075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979447,-101.748582,1.29,10,SFR,Single Family Residence / Townhouse,SFR,2016,2018-9-10,2018-9-16
US,KS,2 DURFFEE ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"2 DURFFEE ST, SYRACUSE, KS 67878",67878,7930,R777,2.0,5,1549,193-07-0-20-26-005.00-0,295128624,20075,29512862420075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979479,-101.758549,0.24,10,SFR,Single Family Residence / Townhouse,SFR,1930,2018-9-10,2018-9-16
US,KS,401 US HIGHWAY 50,"SYRACUSE, KS 67878",Syracuse,ExaStr,"401 US HIGHWAY 50, SYRACUSE, KS 67878",67878,7009,R777,2.0,2,1350,193-08-0-00-00-004.00-0,295128818,20075,29512881820075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979486,-101.748739,13.47,10,RURAL HOMESITE,Single Family Residence / Townhouse,RURAL HOMESITE,1952,2018-9-10,2018-9-16
US,KS,4 DURFFEE ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"4 DURFFEE ST, SYRACUSE, KS 67878",67878,7930,R777,1.0,2,980,193-07-0-20-26-006.00-0,295128625,20075,29512862520075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979564,-101.758514,0.24,10,SFR,Single Family Residence / Townhouse,SFR,1935,2018-9-10,2018-9-16
US,KS,6 DURFFEE ST,"SYRACUSE, KS 67878",Syracuse,ExaStr,"6 DURFFEE ST, SYRACUSE, KS 67878",67878,,,0.0,0,0,193-07-0-20-26-007.00-0,295128626,20075,29512862620075,Street,0.0,0.0,"CO20075, CS2069875, DB2012150, PL2069850, SB0000088597, SB0000088598, ZI67878",37.979649,-101.758480,0.16,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,0,2018-9-10,2018-9-16
