AddressCountry,AddressCountrySubd,AddressLine1,AddressLine2,AddressLocality,AddressMatchCode,AddressOneLine,AddressPostal1,AddressPostal2,AddressPostal3,BuildingRoomsBathstotal,BuildingRoomsBeds,BuildingSizeUniversalsize,IdentifierApn,IdentifierAttomId,IdentifierFips,IdentifierObPropId,LocationAccuracy,LocationDistance,LocationElevation,LocationGeoid,LocationLatitude,LocationLongitude,LotLotSize1,SummaryPropIndicator,SummaryPropLandUse,SummaryPropclass,SummaryProptype,SummaryPearbuilt,VintageLastModified,VintagePubDate
US,,1000 QUAIL HOLW,"WHITE PLAINS, GA 30678",White Plains,ExaStr,"1000 QUAIL HOLW, WHITE PLAINS, GA 30678",30678,2832,R021,3,0,1923,097-A-00-077-0,216451731,13133,2.16452E+13,Street,0,0,"CO13133, CS1393366, DB1302490, SB0000080841, ZI30678",33.386833,-83.159706,,10,SFR,Single Family Residence / Townhouse,SFR,1995,5/22/2019,5/24/2019
US,,8105 SUNNY SIDE RD,"HEMPSTEAD, TX 77445",Hempstead,ExaStr,"8105 SUNNY SIDE RD, HEMPSTEAD, TX 77445",77445,,,0,0,924,304800-166-000-700,166598873,48473,1.66599E+13,Street,0,0,"CO48473, CS4890465, DB4838190, SB0000123736, SB0000123737, SB0000123738, SB0000123739, ZI77445",29.889567,-96.066617,,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1998,5/22/2019,5/24/2019
US,,6573 FM 438,"TROY, TX 76579",Troy,ExaStr,"6573 FM 438, TROY, TX 76579",76579,3135,R301,2,4,1800,7812,165293885,48027,1.65294E+13,Street,0,0,"CO48027, CS4891110, DB4843260, SB0000124420, SB0000124421, SB0000124422, SB0000124423, ZI76501",31.124474,-97.229674,,20,COMMON AREA,Commercial,COMMON AREA,1994,10/11/2018,10/25/2018
US,,2490 RIVER RD,"NIAGARA FALLS, NY 14304",Niagara Falls,ExaStr,"2490 RIVER RD, NIAGARA FALLS, NY 14304",14304,3737,C079,1,3,1196,2.94E+21,155233227,36063,1.55233E+13,Street,0,0,"CO36063,CS3681380,DB3620850,MT30000864,SB0000106992,ZI14304",43.060246,-78.912599,,10,SFR,Single Family Residence / Townhouse,SFR,1960,5/22/2019,5/24/2019
US,,3777 BRINKMAN RD,"BINGHAMTON, NY 13903",Binghamton,ExaStr,"3777 BRINKMAN RD, BINGHAMTON, NY 13903",13903,,,0,0,0,3.22002E+24,169174888,36007,1.69175E+13,Street,0,0,"CO36007,CS3606618,DB3628380,SB0000107484,ZI13903",41.998777,-75.895798,,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,5/22/2019,5/24/2019
US,,141 S LAKE DR,"FREEPORT, TX 77541",Freeport,ExaStr,"141 S LAKE DR, FREEPORT, TX 77541",77541,,,2,0,1591,22800305000,166775422,48039,1.66775E+13,Street,0,0,"CO48039, CS4890415, DB4811190, MT30002177, PL4860164, RS0000003210, SB0000118872, SB0000118875, SB0000118876, SB0000118886, ZI77541",28.914315,-95.332466,,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1976,2/8/2019,2/20/2019
US,,706 UNIVERSITY ST,"VALLEY STREAM, NY 11581",Valley Stream,ExaStr,"706 UNIVERSITY ST, VALLEY STREAM, NY 11581",11581,3518,C058,3,0,2151,39144  00930,169430226,36059,1.6943E+13,Street,0,0,"CO36059,CS3634000,DB3616830,MT30004136,ND0000498505,ND0000499096,PL3682942,SB0000138539,SB0000105446,SB0000138447,SB0000138537,SB0000138420,ZI11581",40.640893,-73.732692,,10,SFR,Single Family Residence / Townhouse,SFR,1966,12/10/2018,12/23/2018
US,,600 E ROSECRANS AVE,"LOS ANGELES, CA 90059",Los Angeles,ExaStr,"600 E ROSECRANS AVE, LOS ANGELES, CA 90059",90059,3507,C003,0,0,3268,6137006030,154826384,6037,1.54826E+13,Street,0,0,"CO06037, CS0690560, DB0609620, MT30002352, ND0000644110, ND0004665288, PL0684780, SB0000069250, SB0000069264, SB0000069269, ZI90248",33.902024,-118.265005,,25,SUPERMARKET,Retail,SUPERMARKET,1965,12/10/2018,12/22/2018
US,,4571 FM 1329,"SAN DIEGO, TX 78384",San Diego,MulStr,"4571 FM 1329, SAN DIEGO, TX 78384",78384,4101,C001,0,0,0,111050-000-0020,307198145,48131,3.07198E+13,Street,0,0,"CO48131, CS4893420, DB4838820, SB0000123892, SB0000123893, SB0000123894, ZI78384",27.74187,-98.247444,,20,COMMERCIAL (NEC),Commercial,COMMERCIAL (NEC),0,1/24/2018,2/12/2018
US,,29 METZGER DR,"SAN JOSE, NM 87565",San Jose,ExaZip,"29 METZGER DR, SAN JOSE, NM 87565",87565,,,0,0,0,R0657714,301827238,35047,3.01827E+13,Zip5,0,0,"CO35047, CS3592310, DB3501560, SB0000104057, ZI87701",35.47811,-105.4026,,10,SFR,Single Family Residence / Townhouse,SFR,0,1/10/2019,1/24/2019
US,,83 ROAD 6 # 85,"SAN FRANCISCO, CA 94128",San Francisco,ExaStr,"83 ROAD 6 # 85, SAN FRANCISCO, CA 94128",94103,,,2,1,1069,3505 046,206743611,6075,2.06744E+13,Street,0,0,"CO06081, CS0693170, DB0634230, DB0634980, MT30003340, ND0000504085, PL0673262, SB0000073908, SB0000073911, SB0000131604, SB0000131607, ZI94128",37.63661,-122.395924,,11,CONDOMINIUM,Condominium (residential),CONDOMINIUM,2010,10/11/2018,10/24/2018
US,,1911 MOSSBACK CIR,"FRESNO, TX 77545",Fresno,ExaStr,"1911 MOSSBACK CIR, FRESNO, TX 77545",77545,9228,R002,5,6,5719,6.01001E+15,11049266,48157,1.10493E+12,Street,0,0,"CO48157, CS4893715, DB4819650, MT30001937, RS0000140272, SB0000120483, SB0000120492, SB0000120494, ZI77545",29.511015,-95.485572,,10,SFR,Single Family Residence / Townhouse,SFR,1995,12/10/2018,12/23/2018
US,,828 AGUA CHIQUITA RD,"SACRAMENTO, NM 88347",Sacramento,ExaZip,"828 AGUA CHIQUITA RD, SACRAMENTO, NM 88347",88347,,,0,0,0,R048934,218666111,35035,2.18666E+13,Zip5,0,0,"CO35035, CS3593120, DB3500540, SB0000103740, SB0000103741, ZI88354",32.762485,-105.625354,,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,8/10/2018,8/16/2018
US,,224 WHITE HARBOR RD,"LONG BEACH, MS 39560",Long Beach,ExaStr,"224 WHITE HARBOR RD, LONG BEACH, MS 39560",39560,5612,C006,0,3,1448,0512J-03-045.000,200711220,28047,2.00711E+13,Street,0,0,"CO28047, CS2891692, DB2802670, MT30001775, ND0004698668, PL2841680, SB0000098238, SB0000098239, SB0000098240, SB0000098241, ZI39560",30.333071,-89.183634,,10,SFR,Single Family Residence / Townhouse,SFR,1969,5/22/2019,5/24/2019
US,,931 W OAKLAND AVE,"OAKLAND, FL 34787",Oakland,ExaZip,"931 W OAKLAND AVE, OAKLAND, FL 34787",34787,1801,R008,0,0,10728,3.02227E+14,159561076,12095,1.59561E+13,Zip5,0,0,"CO12095, CS1293198, DB1201440, ND0000026523, PL1232610, ZI34787",28.49415,-81.62465,,50,WAREHOUSE,Industrial,WAREHOUSE,1967,4/11/2019,4/25/2019
US,,10103 HIGHWAY 166 # A,"BAKERSFIELD, CA 93313",Bakersfield,ExaStr,"10103 HIGHWAY 166 # A, BAKERSFIELD, CA 93313",93313,7804,R007,3,11,4769,23821215,157414587,6029,1.57415E+13,Street,0,0,"CO06029, CS0693635, DB0615000, DB0619540, SB0000070213, SB0000070616, ZI93313",35.059053,-119.044931,,80,AGRICULTURAL (NEC),Vacant,AGRICULTURAL (NEC),1945,1/10/2019,1/24/2019
US,,11972 NEARING DR,"ANAHEIM, CA 92804",Anaheim,ExaStr,"11972 NEARING DR, ANAHEIM, CA 92804",92804,6773,C046,1,3,944,13119605,19592029,6059,1.9592E+12,Street,0,0,"CO06059, CS0690050, DB0614880, MT30004119, ND0000284486, SB0000070145, SB0000070151, SB0000070185, ZI92804",33.78871,-117.987295,,10,SFR,Single Family Residence / Townhouse,SFR,1954,12/10/2018,12/22/2018
US,,19711 CAMPUS DR STE 100,"SANTA ANA, CA 92707",Santa Ana,ExaStr,"19711 CAMPUS DR STE 100, SANTA ANA, CA 92707",92707,5203,C024,0,0,0,42704238,157183093,6059,1.57183E+13,Street,0,0,"CO06059, CS0690420, DB0635310, MT30004119, ND0000042604, ND0000042663, SB0000074003, SB0000074004, SB0000074023, ZI92707",33.66212,-117.875572,,90,PUBLIC (NEC),Exempt,PUBLIC (NEC),0,12/10/2018,12/22/2018
US,,33 JOHNSON ST # C,"RIVERSIDE, TX 77367",Riverside,ExaZip,"33 JOHNSON ST # C, RIVERSIDE, TX 77367",77367,,,0,0,0,42570,235814464,48471,2.35814E+13,Zip5,0,0,"CO48471, CS4893255, DB4824030, PL4862408, SB0000121506, SB0000121507, SB0000121509, SB0000121510, ZI77320",30.8512,-95.40465,,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,1/24/2018,2/12/2018
US,,82 STRICKLAND CIR,"STOCKTON, GA 31649",Stockton,ExaStr,"82 STRICKLAND CIR, STOCKTON, GA 31649",31649,1703,R071,1,0,1344,059 1018,216544567,13173,2.16545E+13,Street,0,0,"CO13173, CS1391010, DB1303240, SB0000081127, SB0000081128, SB0000081130, ZI31649",30.908206,-83.007002,,10,SFR,Single Family Residence / Townhouse,SFR,1950,7/10/2019,7/24/2019
US,,404 PALM AVE,"CHULA VISTA, CA 91911",Chula Vista,ExaStr,"404 PALM AVE, CHULA VISTA, CA 91911",91911,6243,C037,4,6,2605,6310125500,40498876,6073,4.04989E+12,Street,0,0,"CO06073, CS0692780, DB0608610, DB0638640, MT30003338, ND0000207518, PL0613392, SB0000069117, SB0000074381, SB0000074382, ZI91911",32.589276,-117.046249,,22,MULTI FAMILY DWELLING,Apartment,MULTI FAMILY DWELLING,0,12/10/2018,12/22/2018
US,,78 GOLDEN EAGLE,"IRVINE, CA 92603",Irvine,ExaStr,"78 GOLDEN EAGLE, IRVINE, CA 92603",92603,309,C004,10,5,11999,46402114,20880249,6059,2.08802E+12,Street,0,0,"CO06059, CS0693110, DB0684500, MT30004119, ND0000141314, ND0004677469, PL0636770, SB0000070508, SB0000070517, SB0000070521, ZI92603",33.619023,-117.791984,,10,SFR,Single Family Residence / Townhouse,SFR,0,12/10/2018,12/22/2018
US,,340 STAN RAY RD,"FREMONT, NC 27830",Fremont,ExaStr,"340 STAN RAY RD, FREMONT, NC 27830",27830,8871,R001,0,0,0,1.13644E+11,303580200,37191,3.0358E+13,Street,0,0,"CO37191, CS3792200, DB3704880, SB0000100717, SB0000100726, SB0000100730, ZI27830",35.509691,-77.857472,,10,RURAL HOMESITE,Single Family Residence / Townhouse,RURAL HOMESITE,0,7/10/2018,7/13/2018
US,,6TH ST,"MONTCLAIR, CA 91762",San Bernardino,ExaZip,"6TH ST, MONTCLAIR, CA 91762",91762,,,0,0,0,1.35091E+11,241147059,6071,2.41147E+13,Zip5,0,0,"CO06071, CS0692260, DB0608160, DB0628470, MT30003242, ND0004367679, PL0653896, ZI91762",34.03433,-117.65084,,80,VACANT LAND (NEC),Vacant,VACANT LAND (NEC),0,1/10/2019,1/24/2019
US,,CREEKWOOD DR,"MODESTO, CA 92658",Modesto,ExaZip,"CREEKWOOD DR, MODESTO, CA 92658",92658,,,0,0,0,79027097000,241100880,6099,2.41101E+13,Zip5,0,0,"CO06059, CS0690420, DB0627240, MT30004119, ND0000042604, ND0004678289, PL0651182, SB0000072240, SB0000072245, ZI92660",33.64012,-117.8648,,80,VACANT LAND (NEC),Vacant,VACANT LAND (NEC),0,8/10/2018,8/16/2018
US,,14121 WEEPING WILLOW LN,"FONTANA, CA 92337",Fontana,ExaStr,"14121 WEEPING WILLOW LN, FONTANA, CA 92337",92337,8370,C044,2,3,1109,2.36452E+11,17378729,6071,1.73787E+12,Street,0,0,"CO06071, CS0692770, DB0613920, MT30003242, ND0000051795, ND0004366435, PL0624680, SB0000069920, SB0000069923, SB0000069926, ZI92337",34.033723,-117.495928,,10,SFR,Single Family Residence / Townhouse,SFR,1987,2/8/2019,2/20/2019
US,,6120 PERKINS RD,"OXNARD, CA 93033",Oxnard,ExaStr,"6120 PERKINS RD, OXNARD, CA 93033",93033,,,0,0,0,2310032175,30486315,6111,3.04863E+12,Street,0,0,"CO06111, CS0692310, DB0617850, DB0629270, MT30002918, ND0000152636, PL0654652, SB0000072578, ZI93041",34.140189,-119.183844,,53,TRANSPORT FACILITY,Transport,TRANSPORT FACILITY,0,6/10/2019,6/22/2019
US,,18080 GILMAN SPRINGS RD,"MORENO VALLEY, CA 92555",Moreno Valley,ExaStr,"18080 GILMAN SPRINGS RD, MORENO VALLEY, CA 92555",92555,9710,R097,0,0,0,430040001,157200471,6065,1.572E+13,Street,0,0,"CO06065, CS0692810, DB0634440, SB0000073732, SB0000073734, SB0000073739, ZI92555",33.856549,-117.018288,,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,2/8/2019,2/20/2019
US,,22392 WALLINGFORD LN,"HUNTINGTON BEACH, CA 92646",Huntington Beach,ExaStr,"22392 WALLINGFORD LN, HUNTINGTON BEACH, CA 92646",92646,8454,C019,2,2,1934,14937131,20998928,6059,2.09989E+12,Street,0,0,"CO06059, CS0692150, DB0618030, DB0618060, MT30004119, ND0000042603, ND0004384141, PL0636000, ZI92646",33.637641,-117.962581,,10,SFR,Single Family Residence / Townhouse,SFR,1978,12/10/2018,12/22/2018
US,,9878 W CAMELBACK RD,"GLENDALE, AZ 85305",Glendale,ExaStr,"9878 W CAMELBACK RD, GLENDALE, AZ 85305",85305,3130,C082,0,0,7228,10214018,152004967,4013,1.52005E+13,Street,0,0,"CO04013, CS0492601, DB0406210, DB0408520, MT30003013, ND0000237954, PL0427820, SB0000067838, SB0000068079, ZI85305",33.508517,-112.271803,,29,FINANCIAL BUILDING,Financial Institution,FINANCIAL BUILDING,2008,4/11/2019,4/25/2019
US,,17832 LITTLE TUJUNGA CANYON RD,"SANTA CLARITA, CA 91387",Santa Clarita,ExaStr,"17832 LITTLE TUJUNGA CANYON RD, SANTA CLARITA, CA 91387",91387,5006,R006,1,2,1080,2581010021,141297834,6037,1.41298E+13,Street,0,0,"CO06037, CS0692785, DB0638220, DB0642510, SB0000074346, SB0000074988, SB0000074992, ZI91387",34.346241,-118.365784,,10,SFR,Single Family Residence / Townhouse,SFR,1938,12/10/2018,12/22/2018
US,,15792 WARD ST,"GARDEN GROVE, CA 92843",Garden Grove,ExaStr,"15792 WARD ST, GARDEN GROVE, CA 92843",92843,5348,C073,0,0,0,10863101,157732640,6059,1.57733E+13,Street,0,0,"CO06059, CS0690050, DB0614880, MT30004119, ND0000284475, PL0629000, SB0000070169, SB0000070174, SB0000070181, ZI92843",33.7333,-117.945812,,90,PUBLIC (NEC),Exempt,PUBLIC (NEC),0,10/11/2018,10/24/2018
US,,DEL MAR BCH,"CHULA VISTA, CA 91911",Oceanside,ExaZip,"DEL MAR BCH, CHULA VISTA, CA 91911",91911,,,0,0,0,7602110600,241146690,6073,2.41147E+13,Zip5,0,0,"CO06073, CS0692780, DB0608610, DB0638640, MT30003338, ND0000207518, ND0000286292, PL0613392, SB0000069098, SB0000074381, SB0000074382, ZI91911",32.60695,-117.05007,,26,RESTAURANT BUILDING,Service (general public),RESTAURANT BUILDING,0,12/10/2018,12/22/2018
US,,12320 4TH ST,"RANCHO CUCAMONGA, CA 91730",Rancho Cucamonga,ExaStr,"12320 4TH ST, RANCHO CUCAMONGA, CA 91730",91730,6123,C076,0,0,284676,2.29284E+11,158112704,6071,1.58113E+13,Street,0,0,"CO06071, CS0692770, DB0608160, DB0616300, MT30003242, ND0000130101, ND0004367682, PL0659451, SB0000069026, SB0000069388, SB0000069389, ZI91730",34.077327,-117.535614,,51,LIGHT INDUSTRIAL,Industrial Light,LIGHT INDUSTRIAL,1997,1/10/2019,1/24/2019
US,,22648 RABB RD,"SANTA ROSA, TX 78593",Santa Rosa,ExaStr,"22648 RABB RD, SANTA ROSA, TX 78593",78593,2170,R001,0,0,1216,84-5600-0430-0100-02,142413355,48061,1.42413E+13,Street,0,0,"CO48061, CS4891720, DB4826040, MT30001813, PL4840204, SB0000121932, SB0000121933, SB0000121934, SB0000121935, SB0000121936, SB0000121937, SB0000121938, ZI78559",26.163936,-97.836606,,10,MOBILE HOME,Single Family Residence / Townhouse,MOBILE HOME,1975,10/11/2018,10/25/2018
US,,15389 CARPENTER AVE,"ONTARIO, CA 91710",Ontario,ExaStr,"15389 CARPENTER AVE, ONTARIO, CA 91710",91710,8521,R051,0,0,0,2.18301E+11,156994892,6071,1.56995E+13,Street,0,0,"CO06071, CS0692260, DB0608160, DB0626220, MT30003242, ND0004366433, ND0004367679, PL0653896, SB0000069026, SB0000131523, SB0000131524, ZI91762",33.975436,-117.606446,,80,VACANT LAND (NEC),Vacant,VACANT LAND (NEC),0,5/10/2018,5/11/2018
US,,12 E SECRETARIAT,"HUMBLE, TX 77339",Lancaster,ExaZip,"12 E SECRETARIAT, HUMBLE, TX 77339",77339,,,0,0,0,360103000A0120000,216081948,48113,2.16082E+13,Zip5,0,0,"CO48201, CS4891835, DB4823910, MT30001937, ND0000139790, PL4835000, RS0000155989, SB0000121462, SB0000121466, SB0000121490, ZI77339",30.04879,-95.21933,,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,12/10/2018,12/23/2018
US,,8973 UPBEAT WAY,"ELK GROVE,CA 95752",Elk Grove,NonGE0,"8973 UPBEAT WAY, ELK GROVE,CA 95752",95752,,,0,0,0,1.32262E+13,327053493,6067,3.27053E+13,GE02,0,0,,0,0,,0,TYPE UNKNOWN,,TYPE UNKNOWN,0,4/11/2019,4/25/2019
US,,17188 S SIENNA BLUFFS TRL,"CORONA, AZ 85641",Corona,ExaStr,"17188 S SIENNA BLUFFS TRL, CORONA, AZ 85641",85641,2729,R009,2,0,1967,305673250,148268567,4019,1.48269E+13,Street,0,0,"CO04019, CS0493570, DB0408850, PL0416030, RS0004663144, SB0000068176, SB0000068179, SB0000068182, ZI85641",31.941201,-110.797497,,10,SFR,Single Family Residence / Townhouse,SFR,2006,4/11/2019,4/25/2019
US,,8245 BROADWAY,"PALMDALE, FL 33944",Palmdale,ExaZip,"8245 BROADWAY, PALMDALE, FL 33944",33944,,,3,2,691,S34403000200560010,160742709,12043,1.60743E+13,Zip5,0,0,"CO12043, CS1293185, DB1200660, SB0000131742, SB0000131743, ZI33944",26.94542,-81.31623,,20,STORES & OFFICES,Commercial,STORES & OFFICES,1929,2/8/2019,2/20/2019
US,,HARTNELL RD,"SALINAS, CA 93451",Salinas,ExaZip,"HARTNELL RD, SALINAS, CA 93451",93451,,,0,0,1923,1.37141E+11,241208002,6053,2.41208E+13,Zip5,0,0,"CO06053, CS0692750, DB0631020, SB0000072765, SB0000072894, ZI93451",35.86646,-120.51346,,70,FARMS,Agricultural,FARMS,1955,9/10/2018,9/16/2018
US,,3711 CASTLE ROCK RD,"POMONA, CA 91765",Pomona,ExaStr,"3711 CASTLE ROCK RD, POMONA, CA 91765",91765,3716,C018,2,3,1521,8714016015,154747904,6037,1.54748E+13,Street,0,0,"CO06037, CS0690810, DB0641280, MT30002352, ND0000644337, PL0619192, SB0000074826, SB0000074836, SB0000074839, ZI91765",33.9628,-117.851545,,10,SFR,Single Family Residence / Townhouse,SFR,1963,12/10/2018,12/22/2018
US,,2446 PRATT AVE,"HAYWARD, CA 94544",Hayward,ExaStr,"2446 PRATT AVE, HAYWARD, CA 94544",94544,7828,C060,0,0,9288,475 017200500,152562851,6001,1.52563E+13,Street,0,0,"CO06001, CS0691260, DB0626910, MT30004120, ND0004386270, PL0633000, SB0000072210, SB0000072213, SB0000135126, ZI94544",37.605002,-122.059668,,50,WAREHOUSE,Industrial,WAREHOUSE,1981,9/10/2018,9/16/2018
US,,COUNTRY CLUB DR,"ESCONDIDO, CA 92118",Escondido,ExaZip,"COUNTRY CLUB DR, ESCONDIDO, CA 92118",92118,,,0,0,0,2320301400,241119885,6073,2.4112E+13,Zip5,0,0,"CO06073, CS0692780, DB0609870, MT30003338, ND0000205496, PL0616378, SB0000069313, SB0000069314, SB0000069315, ZI92155",32.67427,-117.16852,,80,RESIDENTIAL ACREAGE,Vacant,RESIDENTIAL ACREAGE,0,12/10/2018,12/22/2018
US,,2406 LOFTYVIEW DR,"TORRANCE, CA 90505",Torrance,ExaStr,"2406 LOFTYVIEW DR, TORRANCE, CA 90505",90505,7220,C015,2,3,1175,7536011033,45887265,6037,4.58873E+12,Street,0,0,"CO06037, CS0693380, DB0639420, MT30002352, ND0000644153, ND0000644570, PL0680000, SB0000074467, SB0000074492, ZI90505",33.781513,-118.334337,,10,SFR,Single Family Residence / Townhouse,SFR,1955,12/10/2018,12/22/2018
US,,380 S LARKIN RD,"SUNNYVALE, TX 75182",Sunnyvale,ExaStr,"380 S LARKIN RD, SUNNYVALE, TX 75182",75182,9222,R017,2,3,1276,5.20005E+16,10008988,48113,1.0009E+12,Street,0,0,"CO48113, CS4892792, DB4841880, MT30004273, ND0004490762, PL4871156, SB0000124297, SB0000124298, SB0000124299, ZI75182",32.761536,-96.535963,,10,SFR,Single Family Residence / Townhouse,SFR,1971,10/11/2018,10/25/2018
US,,W CHURCH ST & S COLLEGE ST,"BORDEN, TX 78962",Orange,MulNot,"W CHURCH ST & S COLLEGE ST, BORDEN, TX 78962",,,,0,0,0,R17929,227299554,48361,2.273E+13,Not Coded,0,0,"CO48089, CS4894120, DB4844820, PL4877020, ZI78962",29.70011,-96.78413,,10,SFR,Single Family Residence / Townhouse,SFR,2005,12/10/2018,12/23/2018
US,,1000 S POMONA AVE,"SANTA ANA, CA 92707",Fullerton,ExaZip,"1000 S POMONA AVE, SANTA ANA, CA 92707",92707,,,0,0,0,7306016,224317346,6059,2.24317E+13,Zip5,0,0,"CO06059, CS0690050, DB0635310, MT30004119, ND0000285650, PL0669000, ZI92707",33.70921,-117.87057,,90,PUBLIC (NEC),Exempt,PUBLIC (NEC),1967,12/10/2018,12/22/2018
US,,KIRBY BLVD,"PASADENA, TX 77586",Pasadena,ExaZip,"KIRBY BLVD, PASADENA, TX 77586",77586,,,0,0,0,4.1008E+11,241779265,48201,2.41779E+13,Zip5,0,0,"CO48201, CS4893645, DB4814280, MT30001937, ND0004382195, PL4866392, SB0000119252, SB0000119256, SB0000119265, ZI77586",29.58115,-95.0287,,90,PUBLIC (NEC),Exempt,PUBLIC (NEC),0,1/10/2019,1/24/2019
